date,sales,dollar_vol,avg_price,med_price,total_listings,month_inventory,county
2011-01-01,15,1122600,74840,50000,344.0,31.0,Anderson
2011-02-01,20,1652300,82615,66950,371.0,30.1,Anderson
2011-03-01,25,3013550,120542,92000,372.0,27.1,Anderson
2011-04-01,25,2733350,109334,115000,365.0,24.1,Anderson
2011-05-01,27,2239161,82932,70000,387.0,23.8,Anderson
2011-06-01,21,1798605,85648,78000,421.0,23.9,Anderson
2011-07-01,15,1526148,101743,82500,452.0,25.2,Anderson
2011-08-01,18,2389823,132768,73250,437.0,23.3,Anderson
2011-09-01,24,2752410,114684,101000,449.0,23.1,Anderson
2011-10-01,21,1991877,94851,89900,428.0,21.7,Anderson
2011-11-01,17,1742772,102516,100000,418.0,20.5,Anderson
2011-12-01,19,2569280,135225,91500,395.0,19.2,Anderson
2012-01-01,10,916954,91695,67850,371.0,18.4,Anderson
2012-02-01,17,2060776,121222,121900,355.0,17.8,Anderson
2012-03-01,28,5552523,198304,113068,352.0,17.5,Anderson
2012-04-01,24,2878500,119938,100750,350.0,17.4,Anderson
2012-05-01,20,3428166,171408,95450,368.0,18.9,Anderson
2012-06-01,31,3692400,119110,78000,368.0,18.1,Anderson
2012-07-01,25,2860225,114409,101000,389.0,18.4,Anderson
2012-08-01,41,3861823,94191,87000,378.0,16.4,Anderson
2012-09-01,43,5451740,126785,125000,373.0,15.1,Anderson
2012-10-01,27,3598513,133278,125000,366.0,14.5,Anderson
2012-11-01,34,4289698,126168,84250,352.0,13.2,Anderson
2012-12-01,22,2622600,119209,78450,335.0,12.5,Anderson
2013-01-01,11,878900,79900,83500,336.0,12.5,Anderson
2013-02-01,18,1998580,111032,81500,336.0,12.4,Anderson
2013-03-01,32,3088170,96505,88500,340.0,12.4,Anderson
2013-04-01,33,3737145,113247,115000,352.0,12.5,Anderson
2013-05-01,29,3521510,121431,91450,330.0,11.4,Anderson
2013-06-01,30,4174756,139159,109000,356.0,12.4,Anderson
2013-07-01,22,3943235,179238,110775,368.0,12.9,Anderson
2013-08-01,27,2325583,86133,77900,343.0,12.5,Anderson
2013-09-01,25,3352805,134112,97900,337.0,13.0,Anderson
2013-10-01,26,2552399,98169,94250,346.0,13.4,Anderson
2013-11-01,21,2291950,109140,83000,338.0,13.7,Anderson
2013-12-01,16,1376700,86044,84750,321.0,13.3,Anderson
2014-01-01,22,2386409,108473,82500,7.0,0.3,Anderson
2014-02-01,33,4296726,130204,90000,311.0,11.8,Anderson
2014-03-01,35,4572469,130642,101000,320.0,12.0,Anderson
2014-04-01,28,2764400,98729,82250,326.0,12.5,Anderson
2014-05-01,32,4843504,151360,134250,339.0,12.8,Anderson
2014-06-01,29,3543545,122191,88500,331.0,12.6,Anderson
2014-07-01,29,3125923,107790,89500,326.0,12.1,Anderson
2014-08-01,23,2162900,94039,89500,315.0,11.8,Anderson
2014-09-01,31,3864915,124675,110000,299.0,11.0,Anderson
2014-10-01,29,3966800,136786,98000,285.0,10.4,Anderson
2014-11-01,15,1729900,115327,99000,274.0,10.2,Anderson
2014-12-01,28,4737530,169198,144000,258.0,9.3,Anderson
2015-01-01,17,2239625,131743,90000,198.0,7.2,Anderson
2015-02-01,21,3131868,149137,91000,194.0,7.3,Anderson
2015-03-01,19,2760350,145282,99500,202.0,8.1,Anderson
2015-04-01,34,4274710,125727,86605,198.0,7.7,Anderson
2015-05-01,25,2860850,114434,115900,213.0,8.5,Anderson
2015-06-01,37,5295600,143124,154000,243.0,9.5,Anderson
2015-07-01,38,4550055,119738,115750,250.0,9.5,Anderson
2015-08-01,39,5089058,130489,119000,247.0,8.9,Anderson
2015-09-01,34,5216050,153413,107250,253.0,9.0,Anderson
2015-10-01,25,2964750,118590,102000,247.0,8.9,Anderson
2015-11-01,23,2587375,112495,110000,225.0,7.9,Anderson
2015-12-01,31,4066907,131191,114000,207.0,7.2,Anderson
2016-01-01,21,2627895,125138,100000,190.0,6.6,Anderson
2016-02-01,15,1712800,114187,105000,203.0,7.1,Anderson
2016-03-01,34,4421890,130056,106250,195.0,6.6,Anderson
2016-04-01,31,4605678,148570,132000,204.0,6.9,Anderson
2016-05-01,37,4349400,117551,98000,193.0,6.3,Anderson
2016-06-01,50,6186333,123727,102600,193.0,6.1,Anderson
2016-07-01,31,3769783,121606,130000,188.0,6.1,Anderson
2016-08-01,45,7346143,163248,149500,197.0,6.3,Anderson
2016-09-01,43,5584524,129873,114000,169.0,5.3,Anderson
2016-10-01,35,3811800,108909,96000,157.0,4.8,Anderson
2016-11-01,33,4832304,146433,155000,162.0,4.8,Anderson
2016-12-01,28,3174229,113365,112500,171.0,5.1,Anderson
2017-01-01,15,1908137,127209,100000,180.0,5.4,Anderson
2017-02-01,22,3074900,139768,115000,169.0,5.0,Anderson
2017-03-01,34,4059151,119387,82500,165.0,4.9,Anderson
2017-04-01,35,4080000,116571,82000,170.0,5.0,Anderson
2017-05-01,33,4339500,131500,105000,181.0,5.4,Anderson
2017-06-01,38,5738200,151005,112500,186.0,5.7,Anderson
2017-07-01,32,4117300,128666,125000,184.0,5.6,Anderson
2017-08-01,32,4175650,130489,112000,199.0,6.3,Anderson
2017-09-01,36,5123850,142329,135075,201.0,6.5,Anderson
2017-10-01,32,4872216,152257,140400,173.0,5.6,Anderson
2017-11-01,36,6290355,174732,157500,173.0,5.6,Anderson
2017-12-01,35,6192031,176915,93900,148.0,4.7,Anderson
2018-01-01,32,4318801,134963,102000,144.0,4.4,Anderson
2018-02-01,22,2861800,130082,157500,142.0,4.3,Anderson
2018-03-01,22,2766200,125736,88750,147.0,4.6,Anderson
2018-04-01,34,3515400,103394,95000,149.0,4.7,Anderson
2018-05-01,43,5916838,137601,112000,171.0,5.2,Anderson
2018-06-01,30,4190300,139677,127500,178.0,5.5,Anderson
2018-07-01,57,8638613,151555,125000,175.0,5.1,Anderson
2018-08-01,51,7655040,150099,135500,168.0,4.7,Anderson
2018-09-01,23,4966308,215926,133000,162.0,4.7,Anderson
2018-10-01,21,2649398,126162,105000,151.0,4.5,Anderson
2018-11-01,47,7679075,163385,145265,157.0,4.5,Anderson
2018-12-01,21,2395700,114081,105000,153.0,4.6,Anderson
2019-01-01,23,6239675,271290,135000,145.0,4.4,Anderson
2019-02-01,24,3746450,156102,147450,145.0,4.4,Anderson
2019-03-01,36,5811094,161419,142000,156.0,4.6,Anderson
2019-04-01,33,4693500,142227,147500,172.0,5.0,Anderson
2019-05-01,42,6533119,155550,122500,176.0,5.2,Anderson
2019-06-01,27,3173406,117534,100000,173.0,5.1,Anderson
2019-07-01,50,7819100,156382,124250,170.0,5.1,Anderson
2019-08-01,61,8100437,132794,124500,159.0,4.7,Anderson
2019-09-01,31,4207650,135731,139000,163.0,4.7,Anderson
2019-10-01,39,5158456,132268,113750,151.0,4.2,Anderson
2019-11-01,48,8949091,186439,147000,152.0,4.2,Anderson
2019-12-01,20,2961300,148065,139900,133.0,3.7,Anderson
2020-01-01,27,4257045,157668,166500,135.0,3.7,Anderson
2020-02-01,24,3119850,129994,101875,120.0,3.3,Anderson
2020-03-01,34,6057953,178175,173250,109.0,3.0,Anderson
2020-04-01,30,5120630,170688,132250,103.0,2.9,Anderson
2020-05-01,37,5993975,161999,125000,85.0,2.4,Anderson
2020-06-01,35,5141150,146890,106000,85.0,2.3,Anderson
2020-07-01,43,6338883,147416,145000,79.0,2.2,Anderson
2020-08-01,34,6801100,200032,157500,77.0,2.3,Anderson
2020-09-01,40,6854854,171371,164500,84.0,2.5,Anderson
2020-10-01,36,6677323,185481,139500,97.0,2.9,Anderson
2020-11-01,39,7261602,186195,155000,95.0,2.9,Anderson
2020-12-01,39,7553160,193671,140000,78.0,2.2,Anderson
2021-01-01,31,4940100,159358,170000,68.0,1.9,Anderson
2021-02-01,30,5230750,174358,153750,54.0,1.5,Anderson
2021-03-01,39,5823599,149323,120000,42.0,1.2,Anderson
2021-04-01,38,6891280,181349,166000,56.0,1.5,Anderson
2021-05-01,34,7027526,206692,170000,67.0,1.8,Anderson
2021-06-01,43,6667897,155067,137500,56.0,1.5,Anderson
2021-07-01,36,7515242,208757,170000,80.0,2.2,Anderson
2021-08-01,48,10438222,217463,172500,89.0,2.4,Anderson
2011-01-01,26,2743350,105513,81000,336.0,8.3,Angelina
2011-02-01,27,3304500,122389,125000,332.0,8.1,Angelina
2011-03-01,39,5389800,138200,130000,332.0,8.4,Angelina
2011-04-01,38,4971840,130838,92500,357.0,9.2,Angelina
2011-05-01,51,5788425,113499,95000,360.0,9.3,Angelina
2011-06-01,56,6888655,123012,100000,368.0,9.5,Angelina
2011-07-01,43,6259397,145567,120000,353.0,9.0,Angelina
2011-08-01,59,7938597,134552,117000,339.0,8.3,Angelina
2011-09-01,62,7689250,124020,110000,349.0,8.1,Angelina
2011-10-01,39,4703044,120591,85000,339.0,7.8,Angelina
2011-11-01,38,4719082,124186,113750,339.0,7.9,Angelina
2011-12-01,30,3875100,129170,114750,314.0,7.4,Angelina
2012-01-01,26,3584800,137877,118500,326.0,7.7,Angelina
2012-02-01,34,4497742,132287,104000,355.0,8.3,Angelina
2012-03-01,51,7495755,146976,115000,354.0,8.1,Angelina
2012-04-01,41,5572976,135926,117000,358.0,8.1,Angelina
2012-05-01,51,7187050,140923,125000,358.0,8.1,Angelina
2012-06-01,53,7750705,146240,132000,375.0,8.5,Angelina
2012-07-01,46,5904600,128361,125500,389.0,8.8,Angelina
2012-08-01,52,7849929,150960,144250,382.0,8.8,Angelina
2012-09-01,56,7580850,135372,131225,389.0,9.0,Angelina
2012-10-01,35,4282949,122370,107000,356.0,8.3,Angelina
2012-11-01,32,4271779,133493,135000,354.0,8.4,Angelina
2012-12-01,38,5247090,138081,120000,347.0,8.1,Angelina
2013-01-01,33,4424325,134070,105000,341.0,7.8,Angelina
2013-02-01,31,4203900,135610,105000,357.0,8.3,Angelina
2013-03-01,43,6860400,159544,154500,356.0,8.4,Angelina
2013-04-01,64,10199801,159372,144725,344.0,7.7,Angelina
2013-05-01,56,8142423,145400,105000,356.0,7.9,Angelina
2013-06-01,50,6216285,124326,120450,379.0,8.5,Angelina
2013-07-01,52,9141934,175806,160000,375.0,8.3,Angelina
2013-08-01,52,7435749,142995,107100,392.0,8.7,Angelina
2013-09-01,43,5495900,127812,110000,378.0,8.6,Angelina
2013-10-01,43,6840000,159070,145000,389.0,8.7,Angelina
2013-11-01,45,5948475,132188,110000,382.0,8.3,Angelina
2013-12-01,47,7519019,159979,120000,352.0,7.6,Angelina
2014-01-01,35,4268302,121951,116000,362.0,7.7,Angelina
2014-02-01,32,3621400,113169,86750,382.0,8.2,Angelina
2014-03-01,44,6765650,153765,137750,396.0,8.4,Angelina
2014-04-01,53,7529376,142064,128000,416.0,9.0,Angelina
2014-05-01,55,7581900,137853,123250,434.0,9.5,Angelina
2014-06-01,61,10256368,168137,150500,433.0,9.2,Angelina
2014-07-01,53,8442924,159300,139000,431.0,9.2,Angelina
2014-08-01,49,8219550,167746,150000,430.0,9.2,Angelina
2014-09-01,63,8493160,134812,129000,424.0,8.8,Angelina
2014-10-01,58,9320050,160691,148200,395.0,8.0,Angelina
2014-11-01,49,6663388,135988,118500,394.0,7.9,Angelina
2014-12-01,49,7460300,152251,132500,351.0,7.0,Angelina
2015-01-01,33,5204850,157723,125000,335.0,6.7,Angelina
2015-02-01,41,4774698,116456,105000,323.0,6.4,Angelina
2015-03-01,42,6687285,159221,136750,330.0,6.5,Angelina
2015-04-01,55,9330896,169653,150000,327.0,6.5,Angelina
2015-05-01,47,6848836,145720,137000,315.0,6.3,Angelina
2015-06-01,62,10410450,167910,157500,323.0,6.4,Angelina
2015-07-01,71,12579114,177171,140000,327.0,6.3,Angelina
2015-08-01,52,7303141,140445,136450,328.0,6.3,Angelina
2015-09-01,50,8011264,160225,154500,331.0,6.5,Angelina
2015-10-01,41,5381663,131260,107928,342.0,6.9,Angelina
2015-11-01,33,4132500,125227,128500,340.0,7.1,Angelina
2015-12-01,43,6823333,158682,113000,334.0,7.0,Angelina
2016-01-01,34,4448505,130838,127500,341.0,7.2,Angelina
2016-02-01,42,5866315,139674,120925,323.0,6.8,Angelina
2016-03-01,72,10182280,141421,119000,312.0,6.2,Angelina
2016-04-01,59,9858750,167097,143000,304.0,6.0,Angelina
2016-05-01,55,9340150,169821,155000,330.0,6.4,Angelina
2016-06-01,62,11640145,187744,184000,319.0,6.2,Angelina
2016-07-01,60,10075114,167919,154500,325.0,6.5,Angelina
2016-08-01,56,8996540,160652,119500,331.0,6.5,Angelina
2016-09-01,54,7910898,146498,138750,319.0,6.3,Angelina
2016-10-01,49,7344350,149885,135000,308.0,6.0,Angelina
2016-11-01,53,7647199,144287,149500,306.0,5.7,Angelina
2016-12-01,42,6503477,154845,143000,282.0,5.3,Angelina
2017-01-01,38,6813725,179309,175000,285.0,5.3,Angelina
2017-02-01,50,8644454,172889,133250,283.0,5.2,Angelina
2017-03-01,69,11115100,161088,157000,300.0,5.6,Angelina
2017-04-01,49,8206860,167487,152000,300.0,5.7,Angelina
2017-05-01,54,8339860,154442,149500,309.0,5.8,Angelina
2017-06-01,74,13607400,183884,156750,301.0,5.6,Angelina
2017-07-01,54,8047976,149037,132500,287.0,5.4,Angelina
2017-08-01,72,11104301,154226,147750,292.0,5.3,Angelina
2017-09-01,68,10638210,156444,145000,306.0,5.5,Angelina
2017-10-01,49,7463245,152311,130000,321.0,5.7,Angelina
2017-11-01,56,9586913,171195,162000,304.0,5.4,Angelina
2017-12-01,48,7830121,163128,147460,278.0,4.9,Angelina
2018-01-01,31,5035756,162444,152406,295.0,5.3,Angelina
2018-02-01,41,6826225,166493,145000,293.0,5.3,Angelina
2018-03-01,37,6701600,181124,155000,283.0,5.4,Angelina
2018-04-01,85,14117334,166086,139000,263.0,4.7,Angelina
2018-05-01,79,13125325,166143,145000,288.0,5.0,Angelina
2018-06-01,61,10171272,166742,149650,292.0,5.1,Angelina
2018-07-01,71,12642675,178066,154000,287.0,4.9,Angelina
2018-08-01,71,12394741,174574,154000,261.0,4.5,Angelina
2018-09-01,61,10612995,173984,160000,255.0,4.4,Angelina
2018-10-01,75,13064041,174187,177500,253.0,4.2,Angelina
2018-11-01,49,8831483,180234,165000,232.0,3.9,Angelina
2018-12-01,47,9213992,196042,175000,212.0,3.6,Angelina
2019-01-01,47,9205725,195866,157500,212.0,3.5,Angelina
2019-02-01,45,8928818,198418,149000,208.0,3.4,Angelina
2019-03-01,57,9241125,162125,143000,217.0,3.5,Angelina
2019-04-01,49,8071255,164719,164500,228.0,3.8,Angelina
2019-05-01,79,13337608,168830,147500,242.0,4.1,Angelina
2019-06-01,56,9786685,174762,168150,245.0,4.2,Angelina
2019-07-01,76,14146371,186136,182000,228.0,3.8,Angelina
2019-08-01,72,14661175,203627,202500,221.0,3.7,Angelina
2019-09-01,56,9807423,175133,163825,222.0,3.8,Angelina
2019-10-01,86,15186089,176582,155000,218.0,3.6,Angelina
2019-11-01,56,9963675,177923,156950,228.0,3.8,Angelina
2019-12-01,42,7355825,175139,164975,203.0,3.4,Angelina
2020-01-01,49,8489345,173252,158000,227.0,3.8,Angelina
2020-02-01,46,7671325,166768,150000,239.0,4.0,Angelina
2020-03-01,63,10477004,166302,155000,248.0,4.1,Angelina
2020-04-01,38,5766125,151740,152450,256.0,4.3,Angelina
2020-05-01,61,11172700,183159,160000,239.0,4.1,Angelina
2020-06-01,79,14531571,183944,165000,228.0,3.8,Angelina
2020-07-01,87,17380503,199776,165000,201.0,3.3,Angelina
2020-08-01,84,19095056,227322,189500,178.0,2.9,Angelina
2020-09-01,101,21793343,215776,178000,161.0,2.4,Angelina
2020-10-01,74,14896965,201310,186250,158.0,2.4,Angelina
2020-11-01,72,16094571,223536,209000,155.0,2.3,Angelina
2020-12-01,79,17227631,218071,215000,149.0,2.1,Angelina
2021-01-01,49,9167750,187097,184500,136.0,2.0,Angelina
2021-02-01,51,10294250,201848,185000,129.0,1.8,Angelina
2021-03-01,77,15213117,197573,180000,106.0,1.5,Angelina
2021-04-01,79,18154800,229808,189000,105.0,1.4,Angelina
2021-05-01,83,17242373,207739,200000,104.0,1.4,Angelina
2021-06-01,111,28379686,255673,230462,124.0,1.6,Angelina
2021-07-01,77,18049595,234410,197500,142.0,1.8,Angelina
2021-08-01,93,19890656,213878,185000,134.0,1.7,Angelina
2011-01-01,25,4430293,177212,138000,,,Aransas
2011-02-01,21,3065157,145960,124500,,,Aransas
2011-03-01,46,9590455,208488,130000,,,Aransas
2011-04-01,35,6770981,193457,156700,,,Aransas
2011-05-01,37,8459893,228646,216000,,,Aransas
2011-06-01,40,7931406,198285,162750,,,Aransas
2011-07-01,41,6960202,169761,140000,,,Aransas
2011-08-01,55,10167585,184865,158000,,,Aransas
2011-09-01,36,7315200,203200,148450,,,Aransas
2011-10-01,32,8920159,278755,196950,,,Aransas
2011-11-01,34,5861607,172400,163504,,,Aransas
2011-12-01,38,7821790,205837,174500,,,Aransas
2012-01-01,31,6849285,220945,137000,,,Aransas
2012-02-01,38,7618486,200486,149000,,,Aransas
2012-03-01,53,11055846,208601,184000,,,Aransas
2012-04-01,43,11465913,266649,195000,,,Aransas
2012-05-01,50,11491226,229825,170500,,,Aransas
2012-06-01,64,13616493,212758,189500,,,Aransas
2012-07-01,54,11406761,211236,182000,,,Aransas
2012-08-01,56,12293325,219524,155250,,,Aransas
2012-09-01,53,12619401,238102,166000,,,Aransas
2012-10-01,46,9580425,208270,154950,,,Aransas
2012-11-01,28,5648749,201741,176735,,,Aransas
2012-12-01,36,8923930,247887,154275,,,Aransas
2013-01-01,29,4892869,168720,140000,,,Aransas
2013-02-01,43,7832320,182147,145000,,,Aransas
2013-03-01,57,11914903,209033,169500,,,Aransas
2013-04-01,66,14101600,213661,135500,,,Aransas
2013-05-01,67,16466501,245769,218000,,,Aransas
2013-06-01,57,14034795,246224,182000,,,Aransas
2013-07-01,60,15202100,253368,183700,,,Aransas
2013-08-01,65,17191196,264480,199000,,,Aransas
2013-09-01,56,12760032,227858,152450,,,Aransas
2013-10-01,54,14303170,264874,168000,,,Aransas
2013-11-01,39,7688622,197144,169900,,,Aransas
2013-12-01,46,9031305,196333,150000,,,Aransas
2014-01-01,39,9512250,243904,204500,,,Aransas
2014-02-01,46,9665515,210120,188500,,,Aransas
2014-03-01,59,14056445,238245,187500,,,Aransas
2014-04-01,53,15786637,297861,220000,,,Aransas
2014-05-01,50,12591744,251835,178757,,,Aransas
2014-06-01,60,11923841,198731,174750,,,Aransas
2014-07-01,44,9267249,210619,147200,,,Aransas
2014-08-01,82,15607237,190332,155000,,,Aransas
2014-09-01,71,18009767,253659,190500,,,Aransas
2014-10-01,54,16008600,296456,202000,,,Aransas
2014-11-01,46,11762695,255711,211250,,,Aransas
2014-12-01,58,14117040,243397,188750,,,Aransas
2015-01-01,30,8501280,283376,212702,466.0,8.6,Aransas
2015-02-01,35,7275224,207864,160000,462.0,8.6,Aransas
2015-03-01,61,13016039,213378,202500,463.0,8.6,Aransas
2015-04-01,55,12440590,226193,230000,473.0,8.8,Aransas
2015-05-01,60,11873337,197889,187250,511.0,9.3,Aransas
2015-06-01,58,16493112,284364,222750,533.0,9.8,Aransas
2015-07-01,74,14431190,195016,167500,498.0,8.7,Aransas
2015-08-01,63,15401925,244475,215000,484.0,8.7,Aransas
2015-09-01,77,18052840,234452,184440,430.0,7.7,Aransas
2015-10-01,64,13517618,211213,182500,397.0,7.0,Aransas
2015-11-01,38,11208058,294949,188500,412.0,7.3,Aransas
2015-12-01,52,13647776,262457,201500,371.0,6.7,Aransas
2016-01-01,42,9405751,223946,183900,376.0,6.6,Aransas
2016-02-01,47,11343976,241361,176750,389.0,6.8,Aransas
2016-03-01,45,9072750,201617,155900,408.0,7.3,Aransas
2016-04-01,51,15909500,311951,239000,389.0,7.0,Aransas
2016-05-01,55,14971392,272207,245000,406.0,7.3,Aransas
2016-06-01,64,15674950,244921,216250,430.0,7.7,Aransas
2016-07-01,58,14706723,253564,168450,432.0,7.9,Aransas
2016-08-01,58,13719129,236537,222000,417.0,7.7,Aransas
2016-09-01,61,14752639,241847,199000,395.0,7.5,Aransas
2016-10-01,50,12993725,259874,244500,384.0,7.4,Aransas
2016-11-01,37,10771936,291133,214000,367.0,7.1,Aransas
2016-12-01,39,10026743,257096,191000,326.0,6.4,Aransas
2017-01-01,36,7866350,218510,199500,377.0,7.5,Aransas
2017-02-01,47,12730100,270853,242000,407.0,8.1,Aransas
2017-03-01,55,12713617,231157,195000,428.0,8.4,Aransas
2017-04-01,47,10562074,224725,154500,460.0,9.1,Aransas
2017-05-01,66,17765352,269172,205500,483.0,9.4,Aransas
2017-06-01,68,18545000,272721,226500,507.0,9.8,Aransas
2017-07-01,72,19665810,273136,188500,496.0,9.4,Aransas
2017-08-01,46,9895690,215124,180000,425.0,8.2,Aransas
2017-09-01,14,3774100,269579,260000,322.0,6.7,Aransas
2017-10-01,18,4084300,226906,175650,280.0,6.2,Aransas
2017-11-01,28,6688570,238878,222500,265.0,5.9,Aransas
2017-12-01,33,7209098,218458,219500,250.0,5.7,Aransas
2018-01-01,28,5524860,197316,163500,251.0,5.8,Aransas
2018-02-01,27,6017500,222870,199000,239.0,5.7,Aransas
2018-03-01,37,8227150,222355,185000,233.0,5.8,Aransas
2018-04-01,32,9313785,291056,260918,266.0,6.8,Aransas
2018-05-01,49,12495743,255015,231000,293.0,7.8,Aransas
2018-06-01,38,10033745,264046,250000,293.0,8.3,Aransas
2018-07-01,34,7710250,226772,170000,315.0,9.8,Aransas
2018-08-01,62,16254168,262164,223500,336.0,10.1,Aransas
2018-09-01,38,11212750,295072,211850,326.0,9.2,Aransas
2018-10-01,43,11206580,260618,236500,332.0,8.9,Aransas
2018-11-01,30,7788680,259623,242000,319.0,8.5,Aransas
2018-12-01,23,5911860,257037,187500,301.0,8.2,Aransas
2019-01-01,28,6258285,223510,203250,314.0,8.5,Aransas
2019-02-01,35,9795525,279872,215000,345.0,9.2,Aransas
2019-03-01,44,11986606,272423,205500,384.0,10.1,Aransas
2019-04-01,33,8599500,260591,215000,428.0,11.2,Aransas
2019-05-01,56,14954399,267043,234500,439.0,11.4,Aransas
2019-06-01,46,13031250,283288,254000,447.0,11.4,Aransas
2019-07-01,66,15797168,239351,206175,436.0,10.4,Aransas
2019-08-01,53,15340517,289444,232000,423.0,10.3,Aransas
2019-09-01,61,17450640,286076,230700,400.0,9.3,Aransas
2019-10-01,43,11049260,256960,202500,368.0,8.5,Aransas
2019-11-01,47,13271935,282382,223000,368.0,8.3,Aransas
2019-12-01,44,10319690,234538,209500,348.0,7.5,Aransas
2020-01-01,34,10566221,310771,252500,364.0,7.8,Aransas
2020-02-01,41,11945760,291360,227850,378.0,8.0,Aransas
2020-03-01,54,15458425,286267,251500,384.0,8.0,Aransas
2020-04-01,47,11607580,246970,185000,378.0,7.7,Aransas
2020-05-01,46,12314960,267717,213000,364.0,7.5,Aransas
2020-06-01,67,21836920,325924,280000,311.0,6.2,Aransas
2020-07-01,94,30046898,319648,253250,294.0,5.6,Aransas
2020-08-01,81,24421620,301501,254000,256.0,4.7,Aransas
2020-09-01,85,27837523,327500,297000,252.0,4.4,Aransas
2020-10-01,96,33338345,347274,275000,221.0,3.6,Aransas
2020-11-01,70,21710544,310151,257500,215.0,3.4,Aransas
2020-12-01,81,29617633,365650,274000,213.0,3.2,Aransas
2021-01-01,58,20393520,351612,262750,205.0,3.0,Aransas
2021-02-01,55,21308150,387421,310000,195.0,2.8,Aransas
2021-03-01,75,29510075,393468,315160,188.0,2.6,Aransas
2021-04-01,84,32077485,381875,324516,203.0,2.7,Aransas
2021-05-01,77,24916840,323595,269000,199.0,2.6,Aransas
2021-06-01,101,46050133,455942,335000,193.0,2.4,Aransas
2021-07-01,68,28527890,419528,283750,210.0,2.7,Aransas
2021-08-01,79,33753663,427262,327500,201.0,2.6,Aransas
2011-01-01,8,1454500,181812,200000,,,Austin
2011-02-01,15,1991049,132737,134900,,,Austin
2011-03-01,18,3236440,179802,118000,,,Austin
2011-04-01,17,2370000,139412,149000,,,Austin
2011-05-01,9,1075700,119522,140000,,,Austin
2011-06-01,12,1704500,142042,137750,,,Austin
2011-07-01,11,1686850,153350,141500,,,Austin
2011-08-01,19,2381300,125332,120000,,,Austin
2011-09-01,20,2873800,143690,139000,,,Austin
2011-10-01,10,1493000,149300,160000,,,Austin
2011-11-01,6,522000,87000,56500,,,Austin
2011-12-01,11,2207900,200718,185500,,,Austin
2012-01-01,11,1500417,136402,132900,,,Austin
2012-02-01,9,1154100,128233,143500,,,Austin
2012-03-01,8,1581900,197738,226250,,,Austin
2012-04-01,15,2393600,159573,132000,,,Austin
2012-05-01,18,3137300,174294,167500,,,Austin
2012-06-01,19,2901200,152695,134900,,,Austin
2012-07-01,23,4341524,188762,177000,,,Austin
2012-08-01,13,1765620,135817,153000,,,Austin
2012-09-01,14,3023500,215964,217500,,,Austin
2012-10-01,13,2295261,176559,157500,,,Austin
2012-11-01,19,2978000,156737,135000,,,Austin
2012-12-01,12,2307500,192292,174000,,,Austin
2013-01-01,16,2295200,143450,147000,,,Austin
2013-02-01,16,2915822,182239,187000,,,Austin
2013-03-01,23,3755301,163274,142500,,,Austin
2013-04-01,19,3604400,189705,142000,,,Austin
2013-05-01,17,2869800,168812,145000,,,Austin
2013-06-01,20,3460150,173008,196000,,,Austin
2013-07-01,32,5943700,185741,175000,,,Austin
2013-08-01,23,4801000,208739,167500,,,Austin
2013-09-01,23,4231150,183963,177500,,,Austin
2013-10-01,17,3110054,182944,189000,,,Austin
2013-11-01,12,2104636,175386,156500,,,Austin
2013-12-01,28,3988450,142445,134000,,,Austin
2014-01-01,16,2439100,152444,144950,,,Austin
2014-02-01,32,5415050,169220,172500,,,Austin
2014-03-01,30,4799500,159983,140000,,,Austin
2014-04-01,21,4987800,237514,210000,,,Austin
2014-05-01,33,4970950,150635,138000,,,Austin
2014-06-01,23,3524219,153227,137000,,,Austin
2014-07-01,23,4823500,209717,160000,,,Austin
2014-08-01,31,5933127,191391,142500,,,Austin
2014-09-01,21,4155029,197859,169500,,,Austin
2014-10-01,31,5424380,174980,150750,,,Austin
2014-11-01,10,1854000,185400,193500,,,Austin
2014-12-01,25,5101650,204066,150000,,,Austin
2015-01-01,7,1467000,209571,182500,128.0,5.4,Austin
2015-02-01,13,1735364,133490,95000,133.0,6.0,Austin
2015-03-01,17,2816000,165647,152500,149.0,7.0,Austin
2015-04-01,20,3882300,194115,157000,165.0,7.8,Austin
2015-05-01,28,5133800,183350,138500,150.0,7.2,Austin
2015-06-01,24,5112300,213012,189900,137.0,6.6,Austin
2015-07-01,33,8750375,265163,193000,135.0,6.2,Austin
2015-08-01,25,5046200,201848,187000,135.0,6.4,Austin
2015-09-01,32,6481800,202556,163000,120.0,5.4,Austin
2015-10-01,22,4722793,214672,197500,89.0,4.2,Austin
2015-11-01,25,4883800,195352,199000,85.0,3.8,Austin
2015-12-01,21,3706900,176519,160000,82.0,3.7,Austin
2016-01-01,18,3274550,181919,182500,83.0,3.6,Austin
2016-02-01,13,2138300,164485,165000,83.0,3.6,Austin
2016-03-01,22,3973000,180591,173250,87.0,3.7,Austin
2016-04-01,16,3201424,200089,176500,90.0,3.9,Austin
2016-05-01,22,4584900,208405,175000,85.0,3.7,Austin
2016-06-01,24,5025850,209410,180000,96.0,4.2,Austin
2016-07-01,25,5135300,205412,200000,113.0,5.1,Austin
2016-08-01,29,6350144,218970,198900,122.0,5.4,Austin
2016-09-01,13,1980800,152369,155000,131.0,6.3,Austin
2016-10-01,17,3218200,189306,203900,131.0,6.4,Austin
2016-11-01,13,2723900,209531,160000,144.0,7.4,Austin
2016-12-01,14,2465000,176071,155000,134.0,7.1,Austin
